image_names,image_labels,cluster_id
n02108000_6192.JPEG,EntleBucher,0
n01768244_7622.JPEG,trilobite,2
n02111277_2742.JPEG,"Newfoundland, Newfoundland dog",0
courthouse1.jpg,courthouse,1
n04252077_15114.JPEG,snowmobile,1
n04204238_9296.JPEG,shopping basket,4
churchInside3.jpg,churchInside,3
n07734744_18382.JPEG,mushroom,2
n04479046_447.JPEG,trench coat,4
n01968897_7201.JPEG,"chambered nautilus, pearly nautilus, nautilus",4
COCO_train2014_000000174522.jpg,"person,frisbee,person",1
circus2.jpg,circus,1
restaurantkitchen3.jpg,restaurantkitchen,3
cliff5.jpg,cliff,1
COCO_train2014_000000293368.jpg,"potted plant,potted plant,chair,chair,chair,chair,chair,bed,book,potted plant",3
COCO_train2014_000000260581.jpg,giraffe,2
COCO_train2014_000000463299.jpg,"person,surfboard",1
COCO_train2014_000000462505.jpg,"car,car,car,car,bus,person,person,person,person,person,person,person,person",1
n02966193_16898.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",1
COCO_train2014_000000215291.jpg,"person,surfboard",1
n02412080_7942.JPEG,"ram, tup",2
COCO_train2014_000000021921.jpg,"banana,banana",4
n02117135_17291.JPEG,"hyena, hyaena",2
n03995372_5846.JPEG,power drill,1
parkinggarage.jpg,parkinggarage,3
n07614500_15866.JPEG,"ice cream, icecream",4
n07693725_7065.JPEG,"bagel, beigel",4
n04239074_10878.JPEG,sliding door,3
COCO_train2014_000000101952.jpg,"laptop,mouse,chair,keyboard,book,book,book,tv,book,book,cup",3
n03534580_2964.JPEG,"hoopskirt, crinoline",4
COCO_train2014_000000192576.jpg,"handbag,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,bus,backpack,backpack,backpack,backpack,backpack,backpack,backpack,backpack,backpack",4
stripmall3.jpg,stripmall,3
COCO_train2014_000000234383.jpg,"dog,dog",0
n04330267_289.JPEG,stove,3
n04428191_7389.JPEG,"thresher, thrasher, threshing machine",1
COCO_train2014_000000313921.jpg,"person,person,person,snowboard,person,person,person,person,person,person,person,person,skis,person,skis",1
COCO_train2014_000000231102.jpg,"laptop,mouse,book,tv",3
COCO_train2014_000000190487.jpg,"person,skis",1
n03676483_6920.JPEG,"lipstick, lip rouge",4
martialartsclass6.jpg,martialartsclass,1
n03899768_2483.JPEG,"patio, terrace",3
COCO_train2014_000000113787.jpg,"bird,giraffe",2
COCO_train2014_000000233873.jpg,"snowboard,snowboard,snowboard,snowboard,snowboard,snowboard",1
igloo5.jpg,igloo,3
casino3.jpg,casino,3
COCO_train2014_000000505661.jpg,"book,book,book,book,book,book,book,book,book,microwave,book,book,book",4
COCO_train2014_000000087146.jpg,"dog,horse,horse,horse",2
COCO_train2014_000000028367.jpg,"elephant,elephant",2
COCO_train2014_000000161328.jpg,"sports ball,tennis racket,person",1
COCO_train2014_000000071328.jpg,"bottle,toilet,sink,sink",3
COCO_train2014_000000298468.jpg,"dog,boat,boat,boat,boat,bird,boat",1
COCO_train2014_000000383508.jpg,giraffe,2
pantry2.jpg,pantry,3
applestore1.jpg,applestore,3
COCO_train2014_000000516517.jpg,"person,person,skis,skis",1
COCO_train2014_000000326493.jpg,"truck,person,apple,apple,apple,apple,apple,apple,apple,apple,apple,apple,apple,apple,apple,apple",4
n02106166_11132.JPEG,Border collie,0
n01560419_9017.JPEG,bulbul,2
COCO_train2014_000000381629.jpg,"tv,couch,couch,cup,book,bowl,chair,chair,remote",3
COCO_train2014_000000050056.jpg,"dining table,person,person,person,person,person,tie,tie,tie,cake,person,person,person,fork",1
n02056570_8319.JPEG,"king penguin, Aptenodytes patagonica",2
COCO_train2014_000000429818.jpg,"suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,chair,chair,chair,chair,chair,chair,chair,chair,chair,chair,chair,chair,suitcase,chair",4
homegarage2.jpg,homegarage,3
n02395406_1663.JPEG,"hog, pig, grunter, squealer, Sus scrofa",2
n02509815_2662.JPEG,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",2
COCO_train2014_000000239739.jpg,bird,2
COCO_train2014_000000493474.jpg,"traffic light,traffic light,traffic light,traffic light",1
n04523525_23943.JPEG,vault,3
n01847000_14760.JPEG,drake,2
wrestlingring8.jpg,wrestlingring,1
n01695060_8208.JPEG,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",2
COCO_train2014_000000438810.jpg,zebra,2
observatory1.jpg,observatory,1
n02669723_15255.JPEG,"academic gown, academic robe, judge's robe",1
COCO_train2014_000000530670.jpg,"hot dog,person",4
n03404251_22206.JPEG,fur coat,1
chemicalplant3.jpg,chemicalplant,1
COCO_train2014_000000147547.jpg,"cell phone,cell phone",4
n03874599_12058.JPEG,padlock,4
n03598930_5224.JPEG,jigsaw puzzle,4
n03680355_12358.JPEG,Loafer,4
COCO_train2014_000000363719.jpg,"bottle,bottle,cell phone,dining table,person,person,cup,cup,cup,cup,knife,pizza,bench,fork",1
COCO_train2014_000000310870.jpg,"giraffe,giraffe",2
dinosaur3.jpg,dinosaur,1
COCO_train2014_000000309192.jpg,"person,hot dog",4
n03124170_7720.JPEG,"cowboy hat, ten-gallon hat",1
drycleaners1.jpg,drycleaners,3
n04259630_10969.JPEG,sombrero,4
n03710193_23457.JPEG,"mailbox, letter box",4
n03916031_15296.JPEG,"perfume, essence",4
n01688243_1815.JPEG,"frilled lizard, Chlamydosaurus kingi",2
casino4.jpg,casino,1
airplanecabin6.jpg,airplanecabin,3
n03255030_4054.JPEG,dumbbell,4
COCO_train2014_000000359085.jpg,"dog,chair",0
n02445715_9618.JPEG,"skunk, polecat, wood pussy",2
n04604644_15039.JPEG,"worm fence, snake fence, snake-rail fence, Virginia fence",1
COCO_train2014_000000260871.jpg,"bottle,bottle,cup,cup,oven,sink,sink,sink,refrigerator",3
hotelRoom.jpg,hotelRoom,3
playroom2.jpg,playroom,3
highway.jpg,highway,1
foodcourt7.jpg,foodcourt,3
COCO_train2014_000000115649.jpg,"knife,cake",4
n03482405_27141.JPEG,hamper,4
COCO_train2014_000000315229.jpg,"bicycle,bicycle,bicycle,umbrella,bicycle",4
COCO_train2014_000000171564.jpg,"cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow,cow",4
COCO_train2014_000000338670.jpg,"person,person,person,person,person,handbag,person,person,person,banana,banana,banana,banana,banana,banana,banana,banana,banana,banana,banana,banana,apple,apple,orange,orange,orange,orange,orange,orange,person,person,person,banana,apple,apple,apple,banana",3
COCO_train2014_000000531392.jpg,vase,4
martialartsclass2.jpg,martialartsclass,1
n01855032_7458.JPEG,"red-breasted merganser, Mergus serrator",2
COCO_train2014_000000402507.jpg,"fork,knife,broccoli,broccoli,carrot,carrot,carrot,carrot,carrot,sandwich",4
n03983396_2493.JPEG,"pop bottle, soda bottle",4
COCO_train2014_000000147694.jpg,"handbag,handbag,parking meter,person,cat,person",1
COCO_train2014_000000188225.jpg,"airplane,person,person,person",1
footballstadium5.jpg,footballstadium,1
n04347754_13053.JPEG,"submarine, pigboat, sub, U-boat",1
COCO_train2014_000000537685.jpg,"couch,book,teddy bear,teddy bear,chair,book,book,book,book,book,chair",4
n03976467_8893.JPEG,"Polaroid camera, Polaroid Land camera",4
n04005630_19731.JPEG,"prison, prison house",4
n04033995_15656.JPEG,"quilt, comforter, comfort, puff",3
n03538406_6494.JPEG,"horse cart, horse-cart",1
planetarium1.jpg,planetarium,1
n07565083_1120.JPEG,menu,4
COCO_train2014_000000392851.jpg,"bird,car,car,car,car,car,car,car,car,car,car,traffic light",2
n07745940_20689.JPEG,strawberry,4
COCO_train2014_000000067623.jpg,"car,car,car,car,car,car,car",1
n02098286_5609.JPEG,West Highland white terrier,0
COCO_train2014_000000040675.jpg,"chair,chair,chair,chair,chair,chair,dining table,wine glass,wine glass,bowl,bowl,vase,wine glass,fork,bowl,chair,chair,chair,dining table,wine glass,wine glass,fork,knife,knife,chair,chair,bowl,vase,cup,chair",3
COCO_train2014_000000520515.jpg,motorcycle,4
n07718747_9591.JPEG,"artichoke, globe artichoke",2
n02883205_22710.JPEG,"bow tie, bow-tie, bowtie",4
COCO_train2014_000000268659.jpg,giraffe,2
COCO_train2014_000000327191.jpg,sink,3
n04507155_27960.JPEG,umbrella,4
pier3.jpg,pier,1
COCO_train2014_000000578843.jpg,"dining table,bench,book,book,book,book,book,book,book,chair,book,book,book,book,book,book",3
n03594945_19405.JPEG,"jeep, landrover",1
constructionSite4.jpg,constructionSite,1
COCO_train2014_000000537232.jpg,"bicycle,car,car,person,fire hydrant,car,car",4
n04355933_101.JPEG,sunglass,4
COCO_train2014_000000269483.jpg,"person,person,person,skateboard,skateboard,skateboard,backpack,handbag,person",1
COCO_train2014_000000330513.jpg,"dining table,bowl,pizza,toaster",4
COCO_train2014_000000359337.jpg,bear,2
COCO_train2014_000000279197.jpg,"person,surfboard",1
cockpit1.jpg,cockpit,1
n03496892_20240.JPEG,"harvester, reaper",1
COCO_train2014_000000006182.jpg,giraffe,2
COCO_train2014_000000142418.jpg,"bicycle,person,person,person,person,person,skateboard,skateboard,skateboard,bicycle,backpack",1
n03929855_563.JPEG,pickelhaube,4
n02226429_4102.JPEG,"grasshopper, hopper",2
cliff2.jpg,cliff,1
n02165456_1732.JPEG,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",2
lab4.jpg,lab,3
COCO_train2014_000000445670.jpg,"tv,chair,bed,bed,cup,cup",3
staircase4.jpg,staircase,3
n04209239_3661.JPEG,shower curtain,3
COCO_train2014_000000135032.jpg,"dog,bench",0
COCO_train2014_000000367423.jpg,"cow,cow,cow,cow,cow,cow,cow,cow,cow,cow",1
COCO_train2014_000000109560.jpg,"person,person,person,person,person,person,person,person,person,person,person,person,skis,skis,person,skis,person",1
n02483362_24921.JPEG,"gibbon, Hylobates lar",2
campusquad2.jpg,campusquad,1
COCO_train2014_000000034381.jpg,"boat,boat,person,person,person,person,person,umbrella,umbrella,person,person,boat,umbrella,chair,chair,chair,chair,chair,chair,chair,chair,chair,chair,person,chair,chair,person,umbrella,umbrella,handbag,handbag,chair",1
n04330267_13164.JPEG,stove,3
n03141823_841.JPEG,crutch,1
COCO_train2014_000000474049.jpg,"tv,laptop,keyboard,mouse,keyboard",3
balconyOUT.jpg,balconyOUT,3
n03188531_17102.JPEG,"diaper, nappy, napkin",4
COCO_train2014_000000278714.jpg,"potted plant,potted plant,couch,couch,potted plant,vase,vase,vase,vase,vase,vase,vase",3
COCO_train2014_000000550313.jpg,"cell phone,person",4
n03028079_3117.JPEG,"church, church building",1
n04380533_33.JPEG,table lamp,3
n09193705_2043.JPEG,alp,1
COCO_train2014_000000543947.jpg,"refrigerator,chair,chair,chair,dining table,cup,bowl,bowl,bowl,microwave,oven,wine glass,wine glass,wine glass,spoon,spoon,sink,wine glass,wine glass,spoon,bowl,bowl,chair,bowl",3
COCO_train2014_000000008471.jpg,airplane,1
COCO_train2014_000000040008.jpg,airplane,1
n03877845_13042.JPEG,palace,1
n02107574_3968.JPEG,Greater Swiss Mountain dog,0
COCO_train2014_000000355438.jpg,"bear,bear",2
racecarcourse2.jpg,racecarcourse,1
n03868863_11907.JPEG,oxygen mask,4
cemetery5.jpg,cemetery,1
COCO_train2014_000000474024.jpg,"cell phone,person,bench,bench,bench,bench,bench",4
COCO_train2014_000000466895.jpg,clock,1
n04584207_7181.JPEG,wig,4
COCO_train2014_000000503616.jpg,giraffe,2
n02097047_1223.JPEG,miniature schnauzer,0
COCO_train2014_000000458057.jpg,"tv,dining table,dining table,person,person,person,chair,chair,cell phone,cup,cup,pizza,pizza,person,cup,cup,pizza,dining table,person,person,person,person,surfboard,cup,pizza",1
COCO_train2014_000000287509.jpg,"bottle,bottle,bottle,bottle,cup,oven,bottle,spoon,bottle,knife,knife,knife,bottle,oven",3
COCO_train2014_000000354045.jpg,"banana,banana,banana,banana,banana,banana,banana,orange,person,handbag,banana,banana,banana,banana,person,orange",4
bakerykitchen6.jpg,bakerykitchen,1
n02165105_5697.JPEG,tiger beetle,2
park2.jpg,park,1
COCO_train2014_000000462925.jpg,"bird,bird,bird,bird,bird,bird,bird",1
COCO_train2014_000000195768.jpg,"person,surfboard",1
COCO_train2014_000000439576.jpg,"chair,chair,dining table,person,knife,cake,person,cup,cup,handbag,cup,cup,cup,chair,bowl,bowl,bowl,vase",4
campsite7.jpg,campsite,3
COCO_train2014_000000399878.jpg,"kite,kite,kite,kite,kite,kite,kite,kite,kite,person,person,person,person,person,person,person,person,person,person,person,kite,kite,kite,person,person,kite,person,kite",1
n03100240_14200.JPEG,convertible,1
COCO_train2014_000000538822.jpg,"remote,person",4
n04366367_8673.JPEG,suspension bridge,1
citystreet11.jpg,citystreet,1
n03956157_7402.JPEG,planetarium,1
n03792972_2725.JPEG,mountain tent,4
basement6.jpg,basement,3
n03763968_1201.JPEG,military uniform,1
COCO_train2014_000000056392.jpg,"person,fire hydrant",1
drymountains5.jpg,drymountains,1
COCO_train2014_000000044267.jpg,"refrigerator,bottle,bottle",4
COCO_train2014_000000157119.jpg,"dog,bed",0
n04099969_3551.JPEG,"rocking chair, rocker",4
MRI1.jpg,MRI,3
n02951358_2118.JPEG,canoe,1
hotellobby5.jpg,hotellobby,3
n03417042_10677.JPEG,"garbage truck, dustcart",1
n04228054_1886.JPEG,ski,1
dormroom7.jpg,dormroom,3
COCO_train2014_000000275037.jpg,"stop sign,stop sign,car,car,car,person,person,person,car,person",1
COCO_train2014_000000261575.jpg,dog,0
boardwalk6.jpg,boardwalk,1
COCO_train2014_000000175715.jpg,horse,2
COCO_train2014_000000571485.jpg,"person,surfboard",1
n03924679_1201.JPEG,photocopier,4
COCO_train2014_000000000036.jpg,"umbrella,person",4
greenmountains3.jpg,greenmountains,1
campusquad4.jpg,campusquad,1
COCO_train2014_000000143323.jpg,"bowl,broccoli,broccoli,bowl,broccoli,bowl,apple",4
COCO_train2014_000000328454.jpg,"giraffe,giraffe",2
COCO_train2014_000000363671.jpg,"knife,apple,apple",4
n04023962_15831.JPEG,"punching bag, punch bag, punching ball, punchball",1
fishmarket4.jpg,fishmarket,4
COCO_train2014_000000228316.jpg,bird,2
COCO_train2014_000000498615.jpg,"bird,bird,bird,bird,bird,bird,truck,bird,bird,bird,bird,bird,bird,bird,bird",1
n03785016_17731.JPEG,moped,1
n04485082_1430.JPEG,tripod,4
n02870880_247.JPEG,bookcase,3
COCO_train2014_000000557920.jpg,train,1
COCO_train2014_000000208629.jpg,"car,motorcycle,motorcycle,motorcycle,motorcycle,person,cell phone,potted plant,potted plant",1
COCO_train2014_000000192501.jpg,"chair,chair,chair,chair,dining table,person,person,person,person,wine glass,wine glass,spoon,chair,chair,chair,person,cake,chair,chair",4
diningroom7.jpg,diningroom,3
icecream2.jpg,icecream,3
planetarium3.jpg,planetarium,1
n13037406_2866.JPEG,gyromitra,2
COCO_train2014_000000118680.jpg,"cat,couch,person,laptop,book",0
n07753275_18398.JPEG,"pineapple, ananas",1
n02791270_12058.JPEG,barbershop,4
COCO_train2014_000000240128.jpg,"person,surfboard,surfboard,surfboard",1
COCO_train2014_000000057796.jpg,"person,snowboard",1
n02113712_1554.JPEG,miniature poodle,0
COCO_train2014_000000027665.jpg,"giraffe,giraffe,person,person,person,person,giraffe",2
n07590611_22056.JPEG,"hot pot, hotpot",4
n04392985_7175.JPEG,tape player,4
n02963159_5955.JPEG,cardigan,4
COCO_train2014_000000286690.jpg,"cell phone,cup,book,tv,chair,chair",3
COCO_train2014_000000541472.jpg,"banana,apple,apple",4
n04152593_3579.JPEG,"screen, CRT screen",3
COCO_train2014_000000535250.jpg,train,1
hayfield5.jpg,hayfield,1
n02410509_3576.JPEG,bison,2
n01824575_1413.JPEG,coucal,2
COCO_train2014_000000468825.jpg,"person,person,tennis racket,tennis racket",1
n03498962_8595.JPEG,hatchet,4
COCO_train2014_000000396550.jpg,"sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep",2
COCO_train2014_000000499627.jpg,"potted plant,clock",4
COCO_train2014_000000256785.jpg,"bus,person,person,person,person",1
COCO_train2014_000000533551.jpg,"kite,kite,person,person,person,person,person,person,person,person,person,person,person,person,person,person",1
n07718472_21699.JPEG,"cucumber, cuke",4
COCO_train2014_000000368647.jpg,"bed,chair,chair,dining table",3
COCO_train2014_000000195816.jpg,"person,bench,bench,bench,scissors,handbag,bench",4
n02100735_10445.JPEG,English setter,0
onboat5.jpg,onboat,1
COCO_train2014_000000364280.jpg,"person,person,person,skateboard",1
n01817953_333.JPEG,"African grey, African gray, Psittacus erithacus",2
COCO_train2014_000000059321.jpg,clock,1
n04371774_14436.JPEG,swing,4
COCO_train2014_000000520100.jpg,"bowl,bowl,bowl,broccoli,carrot,carrot,carrot,carrot,carrot,dining table,broccoli",4
n04482393_12995.JPEG,"tricycle, trike, velocipede",4
library_aisle8.jpg,library_aisle,3
COCO_train2014_000000339059.jpg,"bottle,dining table,cup,pizza,bottle,cup,cup",4
COCO_train2014_000000033764.jpg,"person,person,frisbee,chair,chair,chair,chair,chair,chair,chair,chair,chair,chair,person,chair,chair,chair,chair",1
icecream4.jpg,icecream,3
bikerack1.jpg,bikerack,1
homegarage4.jpg,homegarage,3
n01632777_18659.JPEG,"axolotl, mud puppy, Ambystoma mexicanum",2
COCO_train2014_000000006765.jpg,train,1
n03216828_15637.JPEG,"dock, dockage, docking facility",3
COCO_train2014_000000185888.jpg,airplane,1
COCO_train2014_000000055402.jpg,"giraffe,giraffe,giraffe,giraffe",2
n03180011_7261.JPEG,desktop computer,4
n02264363_9150.JPEG,"lacewing, lacewing fly",2
n04125021_14260.JPEG,safe,1
COCO_train2014_000000268444.jpg,bed,3
COCO_train2014_000000357865.jpg,"toothbrush,toilet,sink,cup,toothbrush",3
n02093859_5057.JPEG,Kerry blue terrier,0
COCO_train2014_000000402095.jpg,"tie,tie,cell phone,person,person,person,person,person,person,person,person",1
n04536866_5392.JPEG,"violin, fiddle",4
n13052670_4260.JPEG,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",2
COCO_train2014_000000031078.jpg,"person,skis",1
COCO_train2014_000000366802.jpg,zebra,2
COCO_train2014_000000185225.jpg,"bowl,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog",4
COCO_train2014_000000265745.jpg,"dining table,cup,cup,apple,cup",4
COCO_train2014_000000130222.jpg,kite,1
kindergarten_classroom.jpg,kindergarten_classroom,3
ice_rink10.jpg,ice_rink,3
COCO_train2014_000000343992.jpg,"cow,person",2
n12768682_38134.JPEG,"buckeye, horse chestnut, conker",4
n04116512_9840.JPEG,"rubber eraser, rubber, pencil eraser",4
COCO_train2014_000000213288.jpg,"potted plant,chair,dining table,refrigerator,clock,microwave,oven,sink,chair,chair",3
COCO_train2014_000000557886.jpg,"horse,person,person",1
n03832673_7626.JPEG,"notebook, notebook computer",4
n04597913_2666.JPEG,wooden spoon,4
baywindow2.jpg,baywindow,3
COCO_train2014_000000082486.jpg,"suitcase,suitcase,suitcase,person,person",4
n02231487_6462.JPEG,"walking stick, walkingstick, stick insect",2
COCO_train2014_000000008657.jpg,"person,person,cell phone,cell phone,handbag",1
n02129165_4371.JPEG,"lion, king of beasts, Panthera leo",2
n02457408_7450.JPEG,"three-toed sloth, ai, Bradypus tridactylus",2
COCO_train2014_000000356771.jpg,"person,person,person,person,person,person,skateboard,skateboard,skateboard,person",1
n01796340_12862.JPEG,ptarmigan,2
n04487394_6353.JPEG,trombone,4
n03977966_66080.JPEG,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",1
n02085620_288.JPEG,Chihuahua,0
n02012849_6564.JPEG,crane,2
n03000134_4467.JPEG,chainlink fence,3
COCO_train2014_000000085122.jpg,"zebra,zebra,zebra,zebra,zebra,zebra,zebra",2
COCO_train2014_000000540538.jpg,dog,0
n03662601_14072.JPEG,lifeboat,1
n03787032_13150.JPEG,mortarboard,4
COCO_train2014_000000369775.jpg,"person,tennis racket",1
n03424325_31318.JPEG,"gasmask, respirator, gas helmet",4
n07802026_17333.JPEG,hay,1
weightroom.jpg,weightroom,3
COCO_train2014_000000565652.jpg,"zebra,zebra,zebra",2
n04263257_8347.JPEG,soup bowl,4
COCO_train2014_000000447182.jpg,"person,skis",1
pasture8.jpg,pasture,3
COCO_train2014_000000006178.jpg,"toilet,sink",3
COCO_train2014_000000299180.jpg,cat,0
n02843684_21315.JPEG,birdhouse,4
COCO_train2014_000000307337.jpg,"chair,airplane,person,person,chair",1
n04239074_3672.JPEG,sliding door,3
n04254680_11069.JPEG,soccer ball,4
n02124075_5000.JPEG,Egyptian cat,0
COCO_train2014_000000229233.jpg,"bottle,chair,chair,dining table,person,fork,knife,knife,pizza,person,fork,chair,dining table",4
beach1.jpeg,beach,1
n03018349_10.JPEG,"china cabinet, china closet",3
COCO_train2014_000000125117.jpg,"fire hydrant,person,person,person,person,person,person,person,handbag,person,person",1
n03891251_924.JPEG,park bench,4
n02134418_1384.JPEG,"sloth bear, Melursus ursinus, Ursus ursinus",2
COCO_train2014_000000237831.jpg,"dining table,person,person,cup,cake,chair,chair",4
n02950826_22506.JPEG,cannon,1
n03141823_1689.JPEG,crutch,1
n03485794_11620.JPEG,"handkerchief, hankie, hanky, hankey",4
hallway5.jpg,hallway,1
COCO_train2014_000000076014.jpg,"car,car,car,motorcycle,truck,car,car,car,truck",1
n02860847_13251.JPEG,"bobsled, bobsleigh, bob",1
n03146219_402.JPEG,cuirass,4
COCO_train2014_000000446829.jpg,"dog,dog,couch",0
breakroom2.jpg,breakroom,3
n04613696_1557.JPEG,yurt,1
COCO_train2014_000000340317.jpg,"traffic light,traffic light,fire hydrant,person,person,car,car,traffic light,traffic light,car",1
COCO_train2014_000000437832.jpg,"train,handbag,handbag,handbag,person,person,person,person,person,person,person,backpack,backpack,handbag,person,person,handbag",1
COCO_train2014_000000461561.jpg,"chair,dining table,bowl,orange,orange,orange,orange,orange,orange,orange,orange,orange,orange",4
n03637318_10842.JPEG,"lampshade, lamp shade",3
COCO_train2014_000000340602.jpg,"person,snowboard",1
n01698640_3315.JPEG,"American alligator, Alligator mississipiensis",2
sparoom8.jpg,sparoom,3
shoestore4.jpg,shoestore,3
COCO_train2014_000000254481.jpg,"person,baseball bat",1
tollbooth8.jpg,tollbooth,1
COCO_train2014_000000303436.jpg,"car,car,car,car,bus,traffic light,person,person,person,person,person,person,person,person,person,person,car,car,car,traffic light",1
n03721384_567.JPEG,"marimba, xylophone",4
n01883070_9183.JPEG,wombat,2
canyon6.jpg,canyon,1
n04476259_14877.JPEG,tray,4
COCO_train2014_000000576422.jpg,giraffe,2
n02930766_20027.JPEG,"cab, hack, taxi, taxicab",1
COCO_train2014_000000533231.jpg,boat,4
breakroom4.jpg,breakroom,3
bikerack3.jpg,bikerack,1
COCO_train2014_000000353175.jpg,"elephant,elephant",2
COCO_train2014_000000079503.jpg,"sports ball,person,baseball glove",1
waterfall_outdoor11.jpg,waterfall_outdoor,1
cafeteria3.jpg,cafeteria,4
COCO_train2014_000000082945.jpg,"skis,person",1
publicrestroom2.jpg,publicrestroom,3
n03857828_53119.JPEG,"oscilloscope, scope, cathode-ray oscilloscope, CRO",4
n02504013_1512.JPEG,"Indian elephant, Elephas maximus",2
n02493509_10255.JPEG,"titi, titi monkey",2
COCO_train2014_000000320508.jpg,"traffic light,traffic light,car,traffic light",1
COCO_train2014_000000334208.jpg,"banana,banana,banana,banana,apple,orange,orange,orange,orange,carrot,carrot,orange,orange,orange,banana,carrot",4
hometheater6.jpg,hometheater,3
n04487081_7521.JPEG,"trolleybus, trolley coach, trackless trolley",1
greenmountains.jpg,greenmountains,1
COCO_train2014_000000166489.jpg,"person,person,baseball bat,person,person,baseball glove,baseball glove",1
coffeeshop6.jpg,coffeeshop,3
n03133878_3353.JPEG,Crock Pot,4
n02443484_3544.JPEG,"black-footed ferret, ferret, Mustela nigripes",2
n02110063_5713.JPEG,"malamute, malemute, Alaskan malamute",0
frontFoyer.jpg,frontFoyer,3
COCO_train2014_000000140724.jpg,"person,horse",1
COCO_train2014_000000066014.jpg,"airplane,person,person,truck,truck",1
n03345487_25103.JPEG,"fire engine, fire truck",1
COCO_train2014_000000517878.jpg,"chair,couch,laptop,book,book,book,vase,remote,book,book,book,book,book,book,book,tv",3
COCO_train2014_000000101877.jpg,"refrigerator,person,microwave,oven",4
COCO_train2014_000000486921.jpg,cow,2
n01944390_7203.JPEG,snail,2
COCO_train2014_000000010743.jpg,"umbrella,person",1
pier.jpg,pier,1
COCO_train2014_000000179914.jpg,"person,person,person,person,kite,person,person,person,person,person,person,person,person,person,person",4
n01833805_3133.JPEG,hummingbird,2
COCO_train2014_000000323010.jpg,"person,elephant",2
COCO_train2014_000000010046.jpg,"hot dog,bottle,spoon,spoon,bowl,bowl,bowl,bowl,bowl,bowl,spoon,spoon,spoon,sandwich,hot dog",4
n03535780_40946.JPEG,"horizontal bar, high bar",1
COCO_train2014_000000515296.jpg,"cow,cow",2
n02481823_6760.JPEG,"chimpanzee, chimp, Pan troglodytes",2
COCO_train2014_000000123891.jpg,bear,2
n02074367_1704.JPEG,"dugong, Dugong dugon",2
liquorstore2.jpg,liquorstore,3
COCO_train2014_000000488880.jpg,"elephant,elephant",2
playroom4.jpg,playroom,3
n04149813_6373.JPEG,scoreboard,1
COCO_train2014_000000261858.jpg,"refrigerator,person,fork,bowl,sink,spoon,spoon",1
COCO_train2014_000000357470.jpg,"cat,cup,laptop,cup,cup",0
hotellobby3.jpg,hotellobby,3
COCO_train2014_000000280484.jpg,"car,car,car,car,truck,person,person,traffic light,person,car,car,car,traffic light,car",1
skatepark5.jpg,skatepark,1
n03532672_3469.JPEG,"hook, claw",4
n03379051_7803.JPEG,football helmet,1
n03291819_10579.JPEG,envelope,4
ShowJumping7.jpg,ShowJumping,1
COCO_train2014_000000426997.jpg,"person,person,person,person,snowboard,snowboard,snowboard",1
n02865351_2536.JPEG,"bolo tie, bolo, bola tie, bola",4
n02007558_11877.JPEG,flamingo,2
n02106382_1345.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0
n03804744_2445.JPEG,nail,4
n03530642_642.JPEG,honeycomb,4
COCO_train2014_000000372247.jpg,"zebra,zebra",2
n03047690_9895.JPEG,"clog, geta, patten, sabot",4
n02500267_456.JPEG,"indri, indris, Indri indri, Indri brevicaudatus",2
COCO_train2014_000000294834.jpg,"giraffe,giraffe",2
COCO_train2014_000000239828.jpg,"bicycle,bicycle,bicycle,person,umbrella,person,person,person,person,bicycle,person",1
n02403003_11012.JPEG,ox,2
COCO_train2014_000000227843.jpg,"bottle,bottle,chair,chair,chair,dining table,refrigerator,oven,sink,bowl",3
COCO_train2014_000000502422.jpg,"bottle,bottle,bottle,bottle,bottle,sink",3
COCO_train2014_000000067082.jpg,"bird,cow,cow,cow,cow,cow,bird,bird,bird,bird",1
botanicalGarden6.jpg,botanicalGarden,1
COCO_train2014_000000252160.jpg,boat,1
COCO_train2014_000000332498.jpg,giraffe,2
n02098413_10777.JPEG,"Lhasa, Lhasa apso",0
COCO_train2014_000000251016.jpg,"bottle,cell phone,book,book,handbag,backpack,book,book",4
labClass7.jpg,labClass,3
n04367480_10246.JPEG,"swab, swob, mop",4
COCO_train2014_000000399984.jpg,"bear,bear",2
n02999410_9280.JPEG,chain,4
n03452741_16107.JPEG,"grand piano, grand",4
musicStore1.jpg,musicStore,3
hospitalroom3.jpg,hospitalroom,3
waterfall_outdoor6.jpg,waterfall_outdoor,1
COCO_train2014_000000459190.jpg,"donut,donut,donut,donut,donut,donut,donut,donut,donut,donut,donut,donut,donut,donut",4
